Supplier_ID,Supplier_Name,Region,Industry,On_Time_Delivery_Rate,Financial_Stability_Score,Disruption_Type,Severity,Time_To_Recovery_Days,Disruption_Cost_USD,Insurance_Coverage_Percentage,Penalty_Cost_USD,Compensation_Paid_USD
7c7278fc-c2ef-4ffe-8cd3-20419adf1228,Robertson Inc,Reunion,Pharmaceuticals,84.82,25,Labor Strike,Low,7,48916.25,67.02,6970.35,16132.58
284b6e95-bb1e-4419-8d3f-23fb8ba06f0f,Wood-Reese,Iraq,Electronics,77.98,15,Natural Disaster,Low,8,13182.34,68.94,1720.94,4094.43
9f335fcb-e2b2-4ce1-bdb2-d246cbcfc2e1,Jenkins-Cameron,Kiribati,Electronics,86.97,22,Logistics Delay,Low,19,24878.83,60.66,1438.06,9787.33
ac1d18a2-053c-43e0-a062-523bb71ea408,Lee Ltd,French Guiana,Electronics,79.45,18,Cyber Attack,Medium,18,254788.78,58.32,43398.49,106195.96
7d0ec7dd-443b-4527-b28d-5c5c2351bb9b,Williams-Ray,Colombia,Electronics,79.21,23,Natural Disaster,High,49,4242698.49,75.55,563458.52,1037339.78
040a6d4e-29b6-4680-8d4c-f77bbc33575b,Oconnell-Carter,Portugal,Automotive,72.38,59,Labor Strike,Low,5,44414.46,87.78,4777.85,5427.45
e60d04ab-7348-4194-a1dc-49bd4723b136,"Hernandez, Greene and Hines",Greenland,Automotive,72.32,89,Raw Material Shortage,Low,20,46233.11,56.28,2763.32,20213.12
45ccc58e-015d-4406-8ec2-bb48ff62b090,Brock Ltd,Jordan,Retail,79.72,57,Logistics Delay,Medium,5,264998.29,73.21,49436.44,70993.04
0622adc0-1281-49fa-aeb2-960bd86614ec,Bennett and Sons,Switzerland,Retail,92.54,51,Natural Disaster,Low,23,38147.52,78.28,6328.77,8285.64
bf8613e9-6136-43a2-a3f0-fa0083ed3ad0,Adams-Li,Lebanon,Automotive,79.25,32,Regulatory Issue,Low,28,10002.55,72.98,1232.11,2702.69
a3bb8d27-8cbd-4db8-8619-618dfd177f3c,Martin-Benjamin,Taiwan,Electronics,69.71,41,Port Congestion,Low,17,16888.93,93.77,2886.35,1052.18
1d1ddb54-a333-4171-ae96-436c00e0bbfe,"Guzman, Scott and Wang",Micronesia,Pharmaceuticals,75.56,75,Natural Disaster,High,73,2965006.62,59.72,272349.82,1194304.67
7140f523-f04b-42f7-96cb-cc8f550c77e8,"Avila, Rivera and Avila",Rwanda,Pharmaceuticals,84.97,14,Cyber Attack,Low,2,25283.88,53.5,2882.98,11757.0
894cb0f4-d38a-4953-8b4a-ce46f79cec8a,Burns-Murillo,Tajikistan,Automotive,71.94,42,Raw Material Shortage,Low,24,23838.4,66.36,4365.77,8019.24
9907b0f0-00f0-4125-8189-7996815383b4,Christensen Inc,Gibraltar,Retail,70.92,5,Supplier Bankruptcy,High,31,3731128.55,94.37,722478.83,210062.54
accc3c8c-477b-4228-9e8e-9582feecb803,Sanchez Inc,Saint Helena,Automotive,71.31,47,Raw Material Shortage,Medium,158,234031.88,51.28,31017.74,114020.33
d25eded2-13a5-49f3-92d0-b84f269bfd5c,Wilson Ltd,Belize,Automotive,86.8,92,Labor Strike,Medium,70,224828.57,78.36,11324.1,48652.9
14609b88-0f8b-4475-a661-2de85b40c1e3,Davis-Warren,Kuwait,Retail,63.95,4,Port Congestion,Low,20,48089.8,55.82,9042.36,21246.07
27d6236c-fbdd-43bf-8732-2d747cece08d,"Walker, Keller and Chaney",Serbia,Pharmaceuticals,69.16,96,Logistics Delay,Low,9,33638.46,55.22,2879.07,15063.3
0fbbc584-2709-46c7-bdd4-1ba1fc67e3e6,"Davis, Burch and Adams",Svalbard & Jan Mayen Islands,Automotive,98.28,57,Port Congestion,Low,1,37172.73,60.53,1889.7,14672.08
9fd746d9-d703-419e-92bd-1fc7b045da81,Roberts-Woods,Russian Federation,Retail,74.61,58,Natural Disaster,Medium,11,444532.44,76.61,30434.51,103976.14
0aa62cfe-3d2f-4d24-9b37-c4f56fc90805,Ramirez-Duncan,Qatar,Food & Beverage,67.58,65,Cyber Attack,Low,15,28355.13,63.58,1723.17,10326.94
63c10b65-4d12-4bac-8be9-1dca4aa87f56,Stewart Inc,United Arab Emirates,Electronics,96.11,17,Logistics Delay,Low,9,48121.69,88.78,9590.52,5399.25
e5faea74-fb33-4c94-8021-d67c55730622,"Jones, Taylor and Davis",Tunisia,Food & Beverage,74.24,65,Natural Disaster,Medium,179,349674.44,86.32,38299.88,47835.46
c6d115aa-8d3e-4d70-b215-87c9d681bb24,Francis-Smith,Solomon Islands,Automotive,98.36,37,Raw Material Shortage,Medium,134,429155.78,66.71,60326.48,142865.96
fb32cd7c-6b10-4391-a6e3-6d0fc0f9065f,King-Garner,Sao Tome and Principe,Retail,96.99,5,Labor Strike,Low,14,46810.44,82.21,9120.73,8327.58
4368e58b-ca8a-45ee-8c7e-91e54e26881c,Adams-Aguirre,South Africa,Automotive,64.45,65,Raw Material Shortage,Medium,42,85844.88,66.18,12187.68,29032.74
f4394867-009b-4bc7-9980-ded928a60fa9,Padilla PLC,French Polynesia,Automotive,92.39,19,Supplier Bankruptcy,High,132,2071505.9,85.18,386640.11,306997.17
4c03892c-5b7b-492a-af9a-bd12f71413e8,"Beasley, Hughes and Garcia",Tokelau,Electronics,64.61,85,Labor Strike,Low,28,17563.82,98.32,2813.73,295.07
e161b8a6-00d8-4178-9da2-334d22217600,Davis-Cooke,Bosnia and Herzegovina,Pharmaceuticals,94.42,95,Supplier Bankruptcy,High,171,1798826.22,87.41,132294.03,226472.22
9ea8267f-e684-4270-b84d-1b50c168bfa8,Oneal-Adams,Macao,Automotive,76.5,96,Labor Strike,Medium,79,52071.1,78.15,8919.61,11377.54
daae6317-3d07-406f-bd50-0f0878768579,"Gallagher, Rodriguez and Brown",Bahrain,Automotive,90.15,30,Port Congestion,Low,21,48322.15,85.93,5923.55,6798.93
a3f10d07-5849-4763-a90a-4166cca44583,"Manning, Mcfarland and Hughes",Belgium,Food & Beverage,89.64,13,Natural Disaster,High,161,1350140.47,86.92,255242.62,176598.37
538d7912-287b-4df4-afcd-a6e4b24695ff,Rogers-Frank,Montserrat,Automotive,98.86,81,Raw Material Shortage,Medium,180,381027.12,82.3,45247.43,67441.8
361aaa4f-5d4d-4fbc-9557-294fed19105a,Barron Inc,Uzbekistan,Automotive,96.07,54,Cyber Attack,Low,1,31522.76,85.04,5995.65,4715.8
c4133dd0-542a-4dfe-8730-cceb88d593f0,Williams Inc,Saint Helena,Electronics,83.39,39,Natural Disaster,Medium,108,241653.27,69.05,35874.15,74791.69
f2caf04a-85b7-49ea-8705-9a700e922c3f,"Huynh, Aguilar and May",Jordan,Retail,73.78,33,Labor Strike,Medium,150,379752.25,56.55,66801.18,165002.35
eeec29d3-f6f3-4174-b3db-6a61179398cc,"Johnston, Doyle and Jones",Nepal,Automotive,61.86,99,Supplier Bankruptcy,High,64,610866.05,91.32,89815.84,53023.17
31d03e66-d6a5-465c-be56-e92c0eb7e832,Vincent-Lynn,Switzerland,Automotive,64.56,99,Port Congestion,Low,28,32957.41,54.79,6068.3,14900.05
defbe43f-5951-44eb-b415-5a1465c05c43,Alvarez LLC,Paraguay,Retail,98.84,66,Supplier Bankruptcy,Medium,111,321496.38,94.19,52074.67,18678.94
bca6d5e5-aecd-4636-ae97-8bed54f5d100,"Harris, Meyers and Walker",Haiti,Pharmaceuticals,60.66,81,Natural Disaster,High,21,4626643.47,70.52,632032.28,1363934.49
ee0926a6-edcf-4eab-83b0-fb4382da1671,Bush PLC,New Caledonia,Electronics,93.6,79,Supplier Bankruptcy,Low,20,32872.95,90.63,5846.02,3080.2
40aef2e0-8043-47b2-b92a-35212b4bf72c,"Wallace, Torres and Alexander",Monaco,Food & Beverage,65.49,8,Cyber Attack,Low,12,42770.42,87.42,5292.17,5380.52
044a0d1a-64a8-41bd-a11c-523d9f43debc,"Mueller, Collins and Clark",Niue,Food & Beverage,77.44,15,Natural Disaster,Medium,56,302653.55,58.9,58252.08,124390.61
89c2b618-0614-496b-ac37-2a8a2ed6539f,"Fernandez, Norris and Moreno",Faroe Islands,Automotive,85.51,57,Raw Material Shortage,Low,9,41773.41,59.63,3728.71,16863.93
92f47881-6cba-46e0-bbd6-f8344ddae219,"Mendoza, Sampson and Reynolds",South Georgia and the South Sandwich Islands,Automotive,69.98,30,Logistics Delay,Medium,31,171218.56,83.89,13786.49,27583.31
f9085801-366e-457a-b9fe-0cec744bcbc0,"Adkins, Brown and Johnson",British Indian Ocean Territory (Chagos Archipelago),Automotive,68.23,48,Cyber Attack,Medium,49,146620.34,71.62,22672.14,41610.85
2256d7c8-36f0-4821-9d6b-85db1268b2c2,"Lee, Reed and Harper",Barbados,Retail,79.71,64,Supplier Bankruptcy,High,36,1556534.14,99.65,189393.55,5447.87
5ef0ef6f-3d31-440b-a6dc-c2d897a561fe,Barnett-Thompson,Congo,Food & Beverage,61.88,21,Raw Material Shortage,Low,17,15850.65,58.81,2625.9,6528.88
d15b97a1-cf1d-4dcf-9a18-28003e36c949,Rios-Ortiz,Mongolia,Food & Beverage,83.64,91,Cyber Attack,Low,18,47049.35,83.31,7707.19,7852.54
7aa89449-e849-446b-a26d-829e13c94195,"Thomas, Hampton and Torres",Saint Martin,Food & Beverage,87.23,22,Cyber Attack,Medium,63,335746.73,62.79,58674.65,124931.36
1ef5d1f3-e131-4d5d-8b7b-95e5b4b2f6dd,Chambers-Brown,Netherlands,Electronics,61.65,93,Raw Material Shortage,Low,3,30465.85,86.54,2680.64,4100.7
b6c06024-af87-4880-b71f-ece91a1d9a39,"Watson, Thompson and Hernandez",Netherlands,Pharmaceuticals,80.67,96,Cyber Attack,High,118,2871026.61,57.83,547310.55,1210711.92
67e6279a-2b62-4cfd-adfe-6c08abcc0349,Olson LLC,Haiti,Food & Beverage,74.27,36,Raw Material Shortage,Low,11,40740.55,80.1,5527.96,8107.37
94d00dbc-4c15-474e-8e3d-fd1cca3ef2e4,Price Inc,Sao Tome and Principe,Electronics,96.65,90,Cyber Attack,Low,11,32432.29,96.87,2682.57,1015.13
904fe378-6290-40f2-b63a-cab7a76d0d96,Ward-Peters,Puerto Rico,Retail,89.34,86,Logistics Delay,Low,18,12721.83,69.67,1208.9,3858.53
1860e4e2-1ae7-4cd0-8437-f77721650b61,Murphy-Sharp,American Samoa,Electronics,91.44,27,Cyber Attack,Low,26,19093.64,66.0,1954.95,6491.84
432530a6-5317-4f74-ac33-c8699ff21045,"Perez, Taylor and Miller",Guernsey,Electronics,89.74,39,Raw Material Shortage,High,143,3811845.5,84.91,453618.5,575207.49
236eed65-ec9e-47d2-939b-15e65a1f279e,"Nguyen, Bailey and Ortiz",Fiji,Pharmaceuticals,77.27,79,Logistics Delay,High,57,829141.43,97.33,87487.87,22138.08
1c666404-f9ff-4bc1-a710-5f48bbc3e96b,Jones-Pena,Myanmar,Electronics,95.89,14,Logistics Delay,Medium,19,175833.75,85.23,26898.35,25970.64
c3b87034-800a-44a8-aef9-6dcb5431740b,Proctor Inc,Somalia,Food & Beverage,75.24,23,Port Congestion,Low,27,35134.58,80.14,5109.14,6977.73
f70c1018-a032-4ec0-8d98-8221b38aedce,Bender LLC,Mauritius,Automotive,73.6,73,Raw Material Shortage,Low,18,15897.4,84.51,3065.81,2462.51
b6b87281-fcad-4247-bda9-7d83bfb3a062,"Reynolds, Gibbs and Simmons",Jamaica,Retail,71.98,11,Regulatory Issue,Low,1,45811.55,77.41,5602.22,10348.83
b6f42eb7-e8f2-4e2f-9244-9808f250b494,"Douglas, Leonard and Villarreal",Saint Helena,Retail,91.57,26,Raw Material Shortage,High,144,3059114.79,75.2,389508.96,758660.47
b3750ef5-13a0-4044-b5bb-46de20c5ccce,Mendoza-Davis,Korea,Food & Beverage,83.6,74,Labor Strike,Low,30,37756.24,81.51,6330.13,6981.13
da0fca21-aa65-42f1-8da1-c08775f1edbe,Higgins Group,Ethiopia,Food & Beverage,90.97,33,Natural Disaster,High,146,3900670.98,90.09,582499.29,386556.49
e3c01357-14b1-484f-a5e3-9ad4be092fc0,"Sanchez, Kirby and Sherman",Denmark,Retail,98.61,64,Labor Strike,Low,10,38744.61,61.29,3676.31,14998.04
561e6781-48a3-42d5-b989-b62d53a62d68,Porter Inc,Switzerland,Electronics,89.65,100,Labor Strike,Low,27,29542.29,54.55,4158.5,13426.97
0455d068-8c46-4ffb-ae10-d4d08eeaddec,"Williams, White and Hernandez",Turkey,Food & Beverage,75.06,10,Logistics Delay,Low,25,38771.08,58.42,5345.61,16121.02
cca65304-a776-4f3c-a66c-ce4b0022f2f2,"Campbell, Gray and Valdez",Israel,Food & Beverage,82.67,63,Port Congestion,High,27,4878380.36,77.22,739581.39,1111295.05
10ad74b2-d829-46b8-8317-f1eef1904dee,Barnes-Steele,Tokelau,Automotive,93.3,48,Supplier Bankruptcy,Medium,42,252090.39,59.46,40034.38,102197.44
7acd74c5-493f-4fcc-85e4-40de1bf9d673,"Parker, Green and Holt",Montenegro,Food & Beverage,80.25,28,Natural Disaster,Low,1,36062.48,54.91,2175.5,16260.57
9a8fbfd4-8c71-45ed-8f07-952198737508,Graves-Cross,Algeria,Automotive,65.42,24,Labor Strike,Medium,37,106816.83,64.35,19849.23,38080.2
5e890d94-3e32-4a44-9787-53a7e60a2160,"Cox, Howell and Stevens",Netherlands,Retail,96.67,54,Logistics Delay,Low,29,15216.45,66.93,2480.02,5032.08
a178707f-8aee-4708-adb1-bc0aa58ff9c6,Davis-Shannon,Tonga,Retail,88.5,91,Cyber Attack,Medium,62,485922.68,61.01,39043.99,189461.25
d8ce3780-d342-4f25-87cc-a613b160ba48,"Bridges, Thompson and Larson",Ireland,Automotive,90.06,18,Labor Strike,Medium,27,282052.23,80.89,42734.57,53900.18
b6046e0b-62a5-4912-870f-a39504e33929,Cole-Stevenson,Aruba,Pharmaceuticals,85.46,60,Cyber Attack,Low,3,40216.3,57.07,5168.02,17264.86
71e6bbff-80cc-457a-915f-cfc15b87298e,"Schultz, Nolan and Duncan",Niue,Electronics,88.72,37,Cyber Attack,High,95,2031271.95,95.87,242034.71,83891.53
ec386f50-dec1-464a-943a-6c926798a93d,"Nelson, Jones and Johnson",Puerto Rico,Food & Beverage,77.93,91,Cyber Attack,Low,14,20037.54,76.12,3617.98,4784.96
8f512673-ba5a-468f-9815-0485da5bbd1d,Hoffman-Roth,Tanzania,Retail,66.49,21,Port Congestion,Medium,26,241278.72,71.58,46527.0,68571.41
7b18a442-44e0-418c-9d7b-35908540a85b,Sexton-Johnson,Palau,Retail,68.28,83,Logistics Delay,Low,12,37611.4,79.81,5919.88,7593.74
5453c709-186f-43f3-9555-6b2e221d253b,Cox-Lee,Japan,Pharmaceuticals,78.21,59,Natural Disaster,Low,7,16193.29,66.63,1297.28,5403.7
ce36565b-00c0-4095-bb1e-8091e2ca1e96,Sanchez-Lambert,Mauritius,Automotive,60.03,64,Logistics Delay,Low,7,39703.5,60.61,3385.94,15639.21
06526cd3-1c7c-4bef-8503-fb9a6893a921,"Thompson, Miles and Arias",Ghana,Pharmaceuticals,92.35,23,Supplier Bankruptcy,Low,14,27184.37,51.24,5223.58,13255.1
84344234-735d-43f9-bb03-203f0cf9181d,"Butler, Thompson and Gray",Saint Helena,Pharmaceuticals,83.27,13,Supplier Bankruptcy,Low,25,30666.19,78.3,5584.12,6654.56
651ad20c-84a1-44f1-8640-5a7a8cf5a1a8,"Cunningham, Woods and Long",Hong Kong,Pharmaceuticals,73.96,81,Natural Disaster,Medium,84,115491.09,72.8,17461.82,31413.58
c47167e9-0911-485a-b254-92774ab6d36b,Hickman and Sons,Guam,Automotive,78.87,25,Cyber Attack,Low,29,45577.6,58.91,7807.55,18727.84
0f1450d2-e17b-48cf-9f64-0c7a68bb6a06,"Stewart, Johnson and Gonzales",New Caledonia,Food & Beverage,74.23,20,Natural Disaster,High,167,2896575.76,97.56,509285.46,70676.45
a415d1d3-c66c-4743-af82-de1ef5d44dd3,"Ross, Hines and Howe",French Polynesia,Pharmaceuticals,64.35,92,Supplier Bankruptcy,Low,14,28570.41,89.01,5502.32,3139.89
41534b80-4780-419d-bbd6-1044bfa821c5,"Wilson, Pierce and Williams",Costa Rica,Retail,60.91,43,Port Congestion,High,101,2463244.4,55.34,178460.6,1100084.95
b5dcbb6e-5113-463a-8ef6-db2e34a48e3f,Santana and Sons,Canada,Retail,67.72,99,Raw Material Shortage,High,59,2484895.91,57.87,153701.07,1046886.65
521d4d25-6acd-4c1a-83c4-8f42fc5acddb,"Anderson, Pierce and Kennedy",Saudi Arabia,Electronics,68.81,98,Natural Disaster,Low,4,42542.53,76.06,5013.21,10184.68
867ea0c6-b186-4673-8abf-fd06a4551d8f,"Hernandez, Horne and Foley",Antigua and Barbuda,Automotive,68.22,9,Cyber Attack,Medium,77,195037.56,83.64,10033.24,31908.14
09faec14-0295-4357-9fec-04ec62be687e,Green LLC,Niger,Retail,66.35,54,Logistics Delay,Medium,61,290377.18,61.99,50438.49,110372.37
3e154d0a-0f5f-4a0f-9abf-f728d996c8fd,Ford Inc,Macao,Electronics,87.35,43,Regulatory Issue,Low,1,21785.96,54.69,2319.79,9871.22
a3841f18-83b3-45f4-a3bc-26e39b0404aa,Stewart-Avila,Grenada,Retail,78.14,13,Natural Disaster,Medium,7,474233.22,70.65,79342.99,139187.45
3509bb29-a54e-4294-b7f7-ae87e8bb9895,Jackson-Campbell,Bulgaria,Food & Beverage,63.3,61,Supplier Bankruptcy,Medium,153,348299.07,53.08,31190.44,163421.92
330a0544-971f-4b54-9270-7578ccdb9627,"Allen, Harrell and Gray",Namibia,Pharmaceuticals,94.71,21,Cyber Attack,Medium,109,261708.41,54.9,27897.01,118030.49
baa090f5-500d-435b-8c87-c5eca2f396fd,Wade LLC,Italy,Electronics,61.81,91,Natural Disaster,Medium,134,460366.45,58.74,23525.98,189947.2
a73915c5-0149-402f-afb8-c53f5e94d7c9,Pennington-Webb,Suriname,Food & Beverage,86.47,18,Supplier Bankruptcy,Low,27,12075.86,52.45,1663.8,5742.07
08bebf50-3ab9-4821-bff2-cee10e635938,Cunningham Group,Pakistan,Food & Beverage,80.49,41,Raw Material Shortage,Low,7,49178.49,80.63,8836.67,9525.87
6d8a196e-97ee-418e-8246-e7935c7bd147,"Hunt, Sanchez and Hernandez",Niger,Electronics,68.26,81,Natural Disaster,Low,9,41979.58,96.03,6104.61,1666.59
f97f544b-4279-4eac-a75f-7e45fb414201,Casey Group,Anguilla,Retail,76.41,63,Raw Material Shortage,High,155,3062327.05,96.15,426608.73,117899.59
b4cd268b-d135-44de-b61a-b2d352d7c2e5,"Gilbert, Mason and Gonzalez",Cook Islands,Electronics,87.98,38,Cyber Attack,Low,26,21618.2,73.21,3031.93,5791.52
b57b8348-f62d-4f4e-872f-733ab7fb1f01,Hall and Sons,American Samoa,Food & Beverage,95.17,77,Port Congestion,Medium,84,233556.44,51.17,44556.83,114045.61
e71e9be6-70fd-497f-9056-85cdbf6a865b,"Johnson, Robinson and Duran",Benin,Retail,67.31,10,Natural Disaster,Medium,159,294880.57,80.75,55441.33,56764.51
311b7b30-b1e8-42ab-92a1-c64eebec9d62,Hendricks-Skinner,Saint Pierre and Miquelon,Automotive,84.8,35,Regulatory Issue,Medium,149,372045.84,95.06,31084.75,18379.06
468d7b83-a9cf-437f-a4c1-74aaed50ede9,"Ramos, Meyer and Santiago",Macao,Automotive,81.84,92,Supplier Bankruptcy,Low,8,10532.03,94.46,994.15,583.47
b631bd6e-768e-47b6-b7c2-97ee7f535432,Miller Ltd,Cyprus,Retail,67.09,76,Supplier Bankruptcy,Low,10,13214.64,84.97,716.1,1986.16
6f91b0f9-7116-45a1-b59c-ee09b663b3e9,Wu-Cox,Christmas Island,Food & Beverage,72.15,81,Logistics Delay,Low,4,33744.9,99.22,2471.94,263.21
5d2aef75-5771-4b84-8478-5ecb47126a81,Best-Johnson,Greenland,Automotive,70.49,46,Logistics Delay,Low,27,30340.67,54.25,2270.18,13880.86
f545a2ab-d4ef-4280-812e-20648f8440bb,Warren-Miller,Saint Vincent and the Grenadines,Electronics,64.74,94,Regulatory Issue,Medium,25,351040.93,55.33,26543.37,156809.98
d8c2b0c4-cc78-4135-8e4f-9780bda40d96,Ward-Singleton,Guyana,Electronics,86.1,91,Cyber Attack,Medium,47,190881.71,77.06,35013.25,43788.26
91a88a24-d110-4a78-8b7d-db25f9df7772,"Garner, Johnson and Newton",United States Virgin Islands,Automotive,89.61,42,Natural Disaster,High,12,1176741.62,53.49,209463.75,547302.53
7c8bdefb-2190-4da5-8bd8-9356187ecefa,"Martinez, Moore and Soto",Nigeria,Automotive,69.64,22,Cyber Attack,Low,22,36451.12,51.21,6448.17,17784.5
5596310d-04d9-419c-9a05-243de3804bd1,"Knapp, Anderson and Stewart",Guyana,Retail,88.23,97,Port Congestion,Low,15,31168.7,95.84,4699.55,1296.62
783a0b5f-300b-4c72-ac9e-e95de2863116,Gillespie Ltd,Antarctica (the territory South of 60 deg S),Retail,89.03,81,Logistics Delay,Low,27,34171.53,75.82,5719.11,8262.68
68e4561e-ff67-469d-8850-bd19650922b7,"Mathews, Miller and Reyes",Austria,Pharmaceuticals,86.4,27,Port Congestion,High,53,2453253.12,77.43,403087.91,553699.23
f972d9ff-c341-4fc9-9c59-e54c7519fb2f,Anderson-Morgan,Tunisia,Pharmaceuticals,97.56,98,Port Congestion,Low,14,35811.39,52.43,4315.48,17035.48
248dbbee-53c5-4811-b2e2-f467cd3e2270,York Ltd,New Caledonia,Electronics,84.94,36,Supplier Bankruptcy,Low,28,41368.23,55.4,5068.46,18450.23
b98e65de-9bb1-4777-9ee7-f22d12bdc9be,Robinson Ltd,Ecuador,Pharmaceuticals,70.1,53,Cyber Attack,Low,29,14301.34,91.37,2581.52,1234.21
ae583007-156b-48b9-82c9-451f16aa5e1c,Brady-Chan,Kuwait,Pharmaceuticals,71.16,99,Raw Material Shortage,High,53,1942217.83,66.35,104391.98,653556.3
447534cf-0f7e-4337-8388-bef56cf95817,Barton-Allen,Cyprus,Automotive,74.57,3,Logistics Delay,Low,3,40369.36,83.52,7984.99,6652.87
947d5765-2ee7-48db-b12e-202f658e6114,Flores Ltd,Papua New Guinea,Automotive,94.12,49,Labor Strike,Low,9,15250.34,89.52,1254.23,1598.24
89efb9c6-1bba-4265-b2f3-044bc6abe09d,Gonzalez LLC,Gibraltar,Pharmaceuticals,63.43,80,Logistics Delay,Low,24,27697.3,74.96,2379.14,6935.4
9785ad46-2337-4191-8c16-6ad199238a70,"Smith, Ochoa and Guzman",Anguilla,Automotive,90.5,73,Natural Disaster,Low,12,35306.51,84.7,4705.86,5401.9
22ec1ed8-c156-47ad-868e-fc4aaa8cf606,Juarez-Clarke,Puerto Rico,Retail,91.65,66,Port Congestion,High,88,4324026.53,91.39,609416.17,372298.68
4cd93d47-6afd-47dd-b88b-166103faf8d9,"Gregory, Butler and Jackson",Tanzania,Retail,74.42,91,Labor Strike,Low,14,17179.17,50.81,3031.24,8450.43
d6694b9c-1a98-4787-8198-8c10351db0de,"Meyers, Taylor and Burnett",Iraq,Retail,73.94,69,Raw Material Shortage,Medium,119,228572.91,86.39,18144.18,31108.77
25734d96-cc79-4bf2-9c92-1ecf3da69cda,"Copeland, Neal and Ramirez",Uzbekistan,Food & Beverage,87.35,67,Port Congestion,Low,1,32322.06,70.86,5385.52,9418.65
2448fc5d-ca22-45c2-a2f7-d31e22080c26,Griffin Group,Ghana,Food & Beverage,86.79,96,Logistics Delay,Low,22,34837.68,75.83,4956.28,8420.27
9cc1c2d6-5244-4ec6-8dc7-60800bd8afd5,Warner-Cannon,India,Retail,76.06,22,Regulatory Issue,Medium,46,425166.08,90.8,27326.36,39115.28
c3726076-2618-4704-8d71-030cc16b569d,Villanueva-Adams,Yemen,Food & Beverage,61.76,7,Regulatory Issue,Low,10,43978.09,72.31,2738.2,12177.53
1b82e3c2-b698-47b4-b2b5-10970a42f15a,Williams-Ward,Kenya,Pharmaceuticals,66.48,22,Raw Material Shortage,Medium,43,453568.88,56.07,78918.79,199252.81
645e2244-e56d-4077-bc88-b612664befa7,White Inc,United Kingdom,Food & Beverage,60.14,36,Logistics Delay,Low,6,43801.94,99.79,5970.39,91.98
5287e0ef-8937-42ae-b931-c32c72dd0fce,Jackson-Jenkins,Saint Martin,Automotive,84.38,22,Logistics Delay,High,16,3808947.01,86.01,252685.34,532871.69
34112bdf-4373-4d3b-895f-1a6941d88ec0,Lee-Thomas,Martinique,Automotive,93.16,67,Logistics Delay,High,73,3876492.63,98.82,579747.4,45742.61
59058519-a265-40d5-8e81-384be0b2e141,Hodges-Gibson,Oman,Automotive,81.1,94,Natural Disaster,Medium,116,441285.25,81.49,43731.28,81681.9
3a6579de-4adf-4e63-949c-79154ef3ac9c,Pruitt Inc,United Arab Emirates,Food & Beverage,60.37,95,Cyber Attack,Low,10,12722.6,71.13,2048.89,3673.01
b3fc002d-dfc4-4c84-8a63-bc4bc61cf677,"Prince, Wilkerson and Pena",Kyrgyz Republic,Retail,76.65,14,Raw Material Shortage,Medium,155,452658.16,61.48,70891.58,174363.92
bf52c002-2001-4d26-9360-ae4fdd590427,Merritt-Ponce,Saint Martin,Electronics,67.48,57,Natural Disaster,Low,7,45044.72,73.53,8732.78,11923.34
3f990c7b-413e-4e2e-9485-3cda31ae346b,"Lynch, Jones and Graham",Iran,Retail,62.79,94,Cyber Attack,Medium,8,296561.91,84.57,24340.58,45759.5
576da845-95b1-45ce-b3ad-82295bb07cd5,"King, Black and Young",Cocos (Keeling) Islands,Pharmaceuticals,94.12,61,Port Congestion,Low,9,20738.22,80.08,1192.22,4131.05
e3c28c23-8b92-454e-81e0-ca40f6f3b425,Lyons-Flores,Bulgaria,Automotive,73.51,13,Supplier Bankruptcy,Low,18,47119.55,78.78,2450.5,9998.77
16e714b0-0ca7-4d8d-b0c9-aaee1783b9bd,Tucker-Nash,Angola,Automotive,93.63,21,Natural Disaster,Low,17,14679.94,95.79,2931.9,618.03
3e037dee-9f59-4d2a-b26a-9500d9368eae,Barber PLC,Burkina Faso,Pharmaceuticals,73.41,58,Logistics Delay,High,180,3895898.61,73.23,532698.3,1042932.06
7c27d0a2-7006-4575-b081-bdc79f4749c1,"Houston, West and Ramos",Congo,Electronics,85.5,4,Regulatory Issue,High,113,1166591.22,56.91,168360.59,502684.16
93a92991-5ad1-4f9b-be2b-7b41e3d40a5a,"James, Flynn and Hebert",Kuwait,Pharmaceuticals,64.95,76,Port Congestion,High,105,3156388.85,65.89,183514.86,1076644.24
9c2b5c16-2bc5-4bdd-a284-c8d7d97b3236,Schultz LLC,New Zealand,Retail,79.29,18,Natural Disaster,Low,19,33437.2,98.43,1936.31,524.96
05885139-113c-4677-94b3-143591eb38d8,May-Butler,British Virgin Islands,Electronics,68.23,77,Raw Material Shortage,Low,19,44505.59,86.03,2734.2,6217.43
02cc8795-9900-4f06-958e-43370329bfb7,Lucas-Fuller,Saint Vincent and the Grenadines,Retail,96.9,93,Labor Strike,Medium,47,138696.38,98.52,9876.08,2052.71
6eeb9e1d-915a-4e3f-9d93-8ddaa1eafe63,Richard Group,Iceland,Automotive,86.06,9,Cyber Attack,Low,6,17004.08,62.75,2772.55,6334.02
63712087-453c-4e88-87b9-2f31101db88a,Clark-Reyes,Iceland,Food & Beverage,93.08,97,Supplier Bankruptcy,Low,5,20288.74,91.58,1982.99,1708.31
86466abb-53ff-4666-9aeb-0823dc8c458b,"Miller, Harrison and Shaw",Saint Pierre and Miquelon,Retail,80.59,71,Raw Material Shortage,Low,23,19145.39,96.63,1195.63,645.2
c7906104-49dc-45a4-b49d-e25e089ade3f,Shaw Group,Egypt,Food & Beverage,84.34,84,Raw Material Shortage,Low,4,46495.85,95.67,8840.09,2013.27
